"journal","author_number","count","Discipline","percent"
"No To Shinkei","3",74,"Neurosurgery",10.1
"No To Shinkei","4",97,"Neurosurgery",13.3
"No To Shinkei","5+",319,"Neurosurgery",43.6
"Noise Health","1",57,"Audiology",13.9
"Noise Health","2",71,"Audiology",17.3
"Noise Health","3",84,"Audiology",20.4
"Noise Health","4",65,"Audiology",15.8
"Noise Health","5+",134,"Audiology",32.6
"Nonlinear Dynamics Psychol Life Sci","1",87,"Psychology",31.9
"Nonlinear Dynamics Psychol Life Sci","2",76,"Psychology",27.8
"Nonlinear Dynamics Psychol Life Sci","3",43,"Psychology",15.8
"Nonlinear Dynamics Psychol Life Sci","4",31,"Psychology",11.4
"Nonlinear Dynamics Psychol Life Sci","5+",36,"Psychology",13.2
"Nord J Psychiatry","1",106,"Psychiatry",10.7
"Nord J Psychiatry","2",173,"Psychiatry",17.4
"Nord J Psychiatry","3",208,"Psychiatry",21
"Nord J Psychiatry","4",186,"Psychiatry",18.8
"Nord J Psychiatry","5+",319,"Psychiatry",32.2
"Northwest Dent","1",490,"Dentistry",84.5
"Northwest Dent","2",51,"Dentistry",8.8
"Northwest Dent","3",20,"Dentistry",3.4
"Northwest Dent","4",6,"Dentistry",1
"Northwest Dent","5+",13,"Dentistry",2.2
"Novartis Found Symp","1",252,"Medicine",35.6
"Novartis Found Symp","2",124,"Medicine",17.5
"Novartis Found Symp","3",96,"Medicine",13.6
"Novartis Found Symp","4",65,"Medicine",9.2
"Novartis Found Symp","5+",170,"Medicine",24
"NPJ Prim Care Respir Med","1",6,"Medicine",4.3
"NPJ Prim Care Respir Med","2",10,"Medicine",7.2
"NPJ Prim Care Respir Med","3",14,"Medicine",10.1
"NPJ Prim Care Respir Med","4",18,"Medicine",13
"NPJ Prim Care Respir Med","5+",90,"Medicine",65.2
"NTM","1",123,"History of Medicine",88.5
"NTM","2",14,"History of Medicine",10.1
"NTM","3",1,"History of Medicine",0.7
"NTM","4",0,"History of Medicine",0
"NTM","5+",1,"History of Medicine",0.7
"Nucl Med Biol","1",34,"Medicine",2
"Nucl Med Biol","2",58,"Medicine",3.4
"Nucl Med Biol","3",89,"Medicine",5.2
"Nucl Med Biol","4",160,"Medicine",9.3
"Nucl Med Biol","5+",1375,"Medicine",80.1
"Nucl Med Commun","1",88,"Medicine",4.2
"Nucl Med Commun","2",153,"Medicine",7.3
"Nucl Med Commun","3",223,"Medicine",10.6
"Nucl Med Commun","4",250,"Medicine",11.9
"Nucl Med Commun","5+",1384,"Medicine",66
"Nucl Med Mol Imaging","1",19,"Medicine",4.9
"Nucl Med Mol Imaging","2",30,"Medicine",7.8
"Nucl Med Mol Imaging","3",40,"Medicine",10.4
"Nucl Med Mol Imaging","4",49,"Medicine",12.8
"Nucl Med Mol Imaging","5+",246,"Medicine",64.1
"Nucl Med Rev Cent East Eur","1",50,"Medicine",13.5
"Nucl Med Rev Cent East Eur","2",34,"Medicine",9.2
"Nucl Med Rev Cent East Eur","3",49,"Medicine",13.2
"Nucl Med Rev Cent East Eur","4",68,"Medicine",18.3
"Nucl Med Rev Cent East Eur","5+",170,"Medicine",45.8
"Nucleic Acid Ther","1",18,"Unclassified",7.3
"Nucleic Acid Ther","2",24,"Unclassified",9.7
"Nucleic Acid Ther","3",27,"Unclassified",10.9
"Nucleic Acid Ther","4",28,"Unclassified",11.3
"Nucleic Acid Ther","5+",150,"Unclassified",60.7
"Nucleic Acids Res","1",195,"Biochemistry",1.1
"Nucleic Acids Res","2",1801,"Biochemistry",10.6
"Nucleic Acids Res","3",2538,"Biochemistry",14.9
"Nucleic Acids Res","4",2660,"Biochemistry",15.6
"Nucleic Acids Res","5+",9867,"Biochemistry",57.8
"Nucleic Acids Res Suppl","1",13,"Biochemistry",4.1
"Nucleic Acids Res Suppl","2",21,"Biochemistry",6.7
"Nucleic Acids Res Suppl","3",67,"Biochemistry",21.3
"Nucleic Acids Res Suppl","4",63,"Biochemistry",20.1
"Nucleic Acids Res Suppl","5+",150,"Biochemistry",47.8
"Nucleic Acids Symp Ser (Oxf)","1",52,"Biochemistry",4.2
"Nucleic Acids Symp Ser (Oxf)","2",105,"Biochemistry",8.5
"Nucleic Acids Symp Ser (Oxf)","3",266,"Biochemistry",21.6
"Nucleic Acids Symp Ser (Oxf)","4",265,"Biochemistry",21.5
"Nucleic Acids Symp Ser (Oxf)","5+",546,"Biochemistry",44.2
"Nucleosides Nucleotides Nucleic Acids","1",59,"Biochemistry",3.8
"Nucleosides Nucleotides Nucleic Acids","2",242,"Biochemistry",15.7
"Nucleosides Nucleotides Nucleic Acids","3",316,"Biochemistry",20.5
"Nucleosides Nucleotides Nucleic Acids","4",268,"Biochemistry",17.4
"Nucleosides Nucleotides Nucleic Acids","5+",657,"Biochemistry",42.6
"Nucleus","1",34,"Cell Biology",8.2
"Nucleus","2",124,"Cell Biology",29.7
"Nucleus","3",93,"Cell Biology",22.3
"Nucleus","4",51,"Cell Biology",12.2
"Nucleus","5+",115,"Cell Biology",27.6
"Nurs Adm","1",375,"Nursing",50.1
"Nurs Adm","2",162,"Nursing",21.6
"Nurs Adm","3",92,"Nursing",12.3
"Nurs Adm","4",52,"Nursing",6.9
"Nurs Adm","5+",68,"Nursing",9.1
"Nurs BC","1",181,"Nursing",80.8
"Nurs BC","2",25,"Nursing",11.2
"Nurs BC","3",11,"Nursing",4.9
"Nurs BC","4",5,"Nursing",2.2
"Nurs BC","5+",2,"Nursing",0.9
"Nurs Child Young People","1",370,"Nursing",63.7
"Nurs Child Young People","2",106,"Nursing",18.2
"Nurs Child Young People","3",48,"Nursing",8.3
"Nurs Child Young People","4",24,"Nursing",4.1
"Nurs Child Young People","5+",33,"Nursing",5.7
"Nurs Clin North Am","1",351,"Nursing",46.4
"Nurs Clin North Am","2",233,"Nursing",30.8
"Nurs Clin North Am","3",98,"Nursing",12.9
"Nurs Clin North Am","4",34,"Nursing",4.5
"Nurs Clin North Am","5+",41,"Nursing",5.4
"Nurs Crit Care","1",286,"Nursing",42.2
"Nurs Crit Care","2",175,"Nursing",25.8
"Nurs Crit Care","3",91,"Nursing",13.4
"Nurs Crit Care","4",57,"Nursing",8.4
"Nurs Crit Care","5+",68,"Nursing",10
"Nurs Econ","1",461,"Nursing",51.8
"Nurs Econ","2",186,"Nursing",20.9
"Nurs Econ","3",103,"Nursing",11.6
"Nurs Econ","4",67,"Nursing",7.5
"Nurs Econ","5+",73,"Nursing",8.2
"Nurs Educ Perspect","1",421,"Nursing",44.8
"Nurs Educ Perspect","2",231,"Nursing",24.6
"Nurs Educ Perspect","3",112,"Nursing",11.9
"Nurs Educ Perspect","4",75,"Nursing",8
"Nurs Educ Perspect","5+",101,"Nursing",10.7
"Nurs Ethics","1",394,"Nursing",37.3
"Nurs Ethics","2",222,"Nursing",21
"Nurs Ethics","3",199,"Nursing",18.8
"Nurs Ethics","4",139,"Nursing",13.2
"Nurs Ethics","5+",103,"Nursing",9.7
"Nurs Forum","1",246,"Nursing",57.1
"Nurs Forum","2",100,"Nursing",23.2
"Nurs Forum","3",32,"Nursing",7.4
"Nurs Forum","4",30,"Nursing",7
"Nurs Forum","5+",23,"Nursing",5.3
"Nurs Health Sci","1",109,"Nursing",13.7
"Nurs Health Sci","2",177,"Nursing",22.2
"Nurs Health Sci","3",210,"Nursing",26.3
"Nurs Health Sci","4",122,"Nursing",15.3
"Nurs Health Sci","5+",180,"Nursing",22.6
"Nurs Hist Rev","1",145,"Nursing",87.9
"Nurs Hist Rev","2",16,"Nursing",9.7
"Nurs Hist Rev","3",3,"Nursing",1.8
"Nurs Hist Rev","4",1,"Nursing",0.6
"Nurs Hist Rev","5+",0,"Nursing",0
"Nurs Inq","1",230,"Nursing",43.3
"Nurs Inq","2",136,"Nursing",25.6
"Nurs Inq","3",91,"Nursing",17.1
"Nurs Inq","4",39,"Nursing",7.3
"Nurs Inq","5+",35,"Nursing",6.6
"Nurs J India","1",214,"Nursing",66.5
"Nurs J India","2",48,"Nursing",14.9
"Nurs J India","3",44,"Nursing",13.7
"Nurs J India","4",10,"Nursing",3.1
"Nurs J India","5+",6,"Nursing",1.9
"Nurs Leadersh (Tor Ont)","1",273,"Nursing",49.8
"Nurs Leadersh (Tor Ont)","2",83,"Nursing",15.1
"Nurs Leadersh (Tor Ont)","3",64,"Nursing",11.7
"Nurs Leadersh (Tor Ont)","4",36,"Nursing",6.6
"Nurs Leadersh (Tor Ont)","5+",92,"Nursing",16.8
"Nurs Manag (Harrow)","1",1076,"Nursing",77.1
"Nurs Manag (Harrow)","2",177,"Nursing",12.7
"Nurs Manag (Harrow)","3",81,"Nursing",5.8
"Nurs Manag (Harrow)","4",31,"Nursing",2.2
"Nurs Manag (Harrow)","5+",30,"Nursing",2.2
"Nurs Manage","1",1437,"Nursing",67.8
"Nurs Manage","2",343,"Nursing",16.2
"Nurs Manage","3",166,"Nursing",7.8
"Nurs Manage","4",80,"Nursing",3.8
"Nurs Manage","5+",92,"Nursing",4.3
"Nurs Midwifery Stud","1",22,"Midwifery",17.6
"Nurs Midwifery Stud","2",21,"Midwifery",16.8
"Nurs Midwifery Stud","3",26,"Midwifery",20.8
"Nurs Midwifery Stud","4",27,"Midwifery",21.6
"Nurs Midwifery Stud","5+",29,"Midwifery",23.2
"Nurs N","1",2347,"Nursing",91
"Nurs N","2",159,"Nursing",6.2
"Nurs N","3",39,"Nursing",1.5
"Nurs N","4",19,"Nursing",0.7
"Nurs N","5+",15,"Nursing",0.6
"Nurs Older People","1",1138,"Nursing",77.3
"Nurs Older People","2",172,"Nursing",11.7
"Nurs Older People","3",86,"Nursing",5.8
"Nurs Older People","4",28,"Nursing",1.9
"Nurs Older People","5+",49,"Nursing",3.3
"Nurs Outlook","1",375,"Nursing",38.3
"Nurs Outlook","2",202,"Nursing",20.6
"Nurs Outlook","3",136,"Nursing",13.9
"Nurs Outlook","4",92,"Nursing",9.4
"Nurs Outlook","5+",175,"Nursing",17.9
"Nurs Philos","1",285,"Nursing",69.9
"Nurs Philos","2",68,"Nursing",16.7
"Nurs Philos","3",33,"Nursing",8.1
"Nurs Philos","4",13,"Nursing",3.2
"Nurs Philos","5+",9,"Nursing",2.2
"Nurs Prax N","1",64,"Nursing",44.1
"Nurs Prax N","2",47,"Nursing",32.4
"Nurs Prax N","3",25,"Nursing",17.2
"Nurs Prax N","4",5,"Nursing",3.4
"Nurs Prax N","5+",4,"Nursing",2.8
"Nurs Res","1",145,"Nursing",16.4
"Nurs Res","2",168,"Nursing",19
"Nurs Res","3",157,"Nursing",17.7
"Nurs Res","4",144,"Nursing",16.3
"Nurs Res","5+",271,"Nursing",30.6
"Nurs Res Pract","1",21,"Unclassified",7.1
"Nurs Res Pract","2",49,"Unclassified",16.6
"Nurs Res Pract","3",80,"Unclassified",27
"Nurs Res Pract","4",68,"Unclassified",23
"Nurs Res Pract","5+",78,"Unclassified",26.4
"Nurs Sci","1",714,"Nursing",73.9
"Nurs Sci","2",141,"Nursing",14.6
"Nurs Sci","3",61,"Nursing",6.3
"Nurs Sci","4",31,"Nursing",3.2
"Nurs Sci","5+",19,"Nursing",2
"Nurs Stand","1",9586,"Nursing",86.6
"Nurs Stand","2",936,"Nursing",8.5
"Nurs Stand","3",277,"Nursing",2.5
"Nurs Stand","4",183,"Nursing",1.7
"Nurs Stand","5+",89,"Nursing",0.8
"Nurs Times","1",6115,"Nursing",81.8
"Nurs Times","2",865,"Nursing",11.6
"Nurs Times","3",280,"Nursing",3.7
"Nurs Times","4",109,"Nursing",1.5
"Nurs Times","5+",105,"Nursing",1.4
"Nurs Womens Health","1",469,"Nursing",68.3
"Nurs Womens Health","2",124,"Nursing",18
"Nurs Womens Health","3",51,"Nursing",7.4
"Nurs Womens Health","4",22,"Nursing",3.2
"Nurs Womens Health","5+",21,"Nursing",3.1
"Nurse Educ","1",413,"Nursing",35.9
"Nurse Educ","2",374,"Nursing",32.6
"Nurse Educ","3",192,"Nursing",16.7
"Nurse Educ","4",91,"Nursing",7.9
"Nurse Educ","5+",79,"Nursing",6.9
"Nurse Educ Pract","1",247,"Nursing",24.1
"Nurse Educ Pract","2",301,"Nursing",29.4
"Nurse Educ Pract","3",202,"Nursing",19.7
"Nurse Educ Pract","4",131,"Nursing",12.8
"Nurse Educ Pract","5+",144,"Nursing",14
"Nurse Educ Today","1",509,"Nursing",21.9
"Nurse Educ Today","2",570,"Nursing",24.5
"Nurse Educ Today","3",485,"Nursing",20.9
"Nurse Educ Today","4",345,"Nursing",14.8
"Nurse Educ Today","5+",417,"Nursing",17.9
"Nurse Pract","1",866,"Nursing",63.1
"Nurse Pract","2",309,"Nursing",22.5
"Nurse Pract","3",108,"Nursing",7.9
"Nurse Pract","4",55,"Nursing",4
"Nurse Pract","5+",34,"Nursing",2.5
"Nurse Res","1",288,"Nursing",52.7
"Nurse Res","2",119,"Nursing",21.8
"Nurse Res","3",74,"Nursing",13.5
"Nurse Res","4",46,"Nursing",8.4
"Nurse Res","5+",20,"Nursing",3.7
"Nursing","1",2201,"Nursing",75.4
"Nursing","2",506,"Nursing",17.3
"Nursing","3",115,"Nursing",3.9
"Nursing","4",49,"Nursing",1.7
"Nursing","5+",47,"Nursing",1.6
"Nutr","1",32,"Nutritional Sciences",3
"Nutr","2",97,"Nutritional Sciences",9.2
"Nutr","3",125,"Nutritional Sciences",11.9
"Nutr","4",152,"Nutritional Sciences",14.4
"Nutr","5+",648,"Nutritional Sciences",61.5
"Nutr Cancer","1",35,"Neoplasms",2.1
"Nutr Cancer","2",115,"Neoplasms",6.9
"Nutr Cancer","3",194,"Neoplasms",11.7
"Nutr Cancer","4",219,"Neoplasms",13.2
"Nutr Cancer","5+",1100,"Neoplasms",66.1
"Nutr Clin Pract","1",355,"Nutritional Sciences",29.7
"Nutr Clin Pract","2",261,"Nutritional Sciences",21.8
"Nutr Clin Pract","3",189,"Nutritional Sciences",15.8
"Nutr Clin Pract","4",132,"Nutritional Sciences",11
"Nutr Clin Pract","5+",258,"Nutritional Sciences",21.6
"Nutr Health","1",75,"Nutritional Sciences",53.2
"Nutr Health","2",25,"Nutritional Sciences",17.7
"Nutr Health","3",19,"Nutritional Sciences",13.5
"Nutr Health","4",12,"Nutritional Sciences",8.5
"Nutr Health","5+",10,"Nutritional Sciences",7.1
"Nutr Hosp","1",108,"Nutritional Sciences",5.7
"Nutr Hosp","2",132,"Nutritional Sciences",6.9
"Nutr Hosp","3",252,"Nutritional Sciences",13.2
"Nutr Hosp","4",317,"Nutritional Sciences",16.6
"Nutr Hosp","5+",1097,"Nutritional Sciences",57.6
"Nutr Metab (Lond)","1",22,"Nutritional Sciences",3.1
"Nutr Metab (Lond)","2",72,"Nutritional Sciences",10
"Nutr Metab (Lond)","3",79,"Nutritional Sciences",11
"Nutr Metab (Lond)","4",92,"Nutritional Sciences",12.8
"Nutr Metab (Lond)","5+",452,"Nutritional Sciences",63
"Nutr Metab Cardiovasc Dis","1",38,"Nutritional Sciences",8.2
"Nutr Metab Cardiovasc Dis","2",41,"Nutritional Sciences",8.9
"Nutr Metab Cardiovasc Dis","3",39,"Nutritional Sciences",8.4
"Nutr Metab Cardiovasc Dis","4",47,"Nutritional Sciences",10.2
"Nutr Metab Cardiovasc Dis","5+",298,"Nutritional Sciences",64.4
"Nutr Neurosci","1",21,"Nutritional Sciences",4.4
"Nutr Neurosci","2",51,"Nutritional Sciences",10.6
"Nutr Neurosci","3",60,"Nutritional Sciences",12.4
"Nutr Neurosci","4",88,"Nutritional Sciences",18.3
"Nutr Neurosci","5+",262,"Nutritional Sciences",54.4
"Nutr Res","1",10,"Nutritional Sciences",0.9
"Nutr Res","2",79,"Nutritional Sciences",7.5
"Nutr Res","3",141,"Nutritional Sciences",13.3
"Nutr Res","4",192,"Nutritional Sciences",18.1
"Nutr Res","5+",638,"Nutritional Sciences",60.2
"Nutr Res Pract","1",42,"Nutritional Sciences",6.1
"Nutr Res Pract","2",111,"Nutritional Sciences",16.1
"Nutr Res Pract","3",145,"Nutritional Sciences",21
"Nutr Res Pract","4",118,"Nutritional Sciences",17.1
"Nutr Res Pract","5+",274,"Nutritional Sciences",39.7
"Nutr Res Rev","1",51,"Nutritional Sciences",24.1
"Nutr Res Rev","2",42,"Nutritional Sciences",19.8
"Nutr Res Rev","3",51,"Nutritional Sciences",24.1
"Nutr Res Rev","4",26,"Nutritional Sciences",12.3
"Nutr Res Rev","5+",42,"Nutritional Sciences",19.8
"Nutr Rev","1",380,"Nutritional Sciences",30.5
"Nutr Rev","2",344,"Nutritional Sciences",27.6
"Nutr Rev","3",206,"Nutritional Sciences",16.5
"Nutr Rev","4",128,"Nutritional Sciences",10.3
"Nutr Rev","5+",189,"Nutritional Sciences",15.2
"Nutrients","1",111,"Nutritional Sciences",5.4
"Nutrients","2",246,"Nutritional Sciences",11.9
"Nutrients","3",285,"Nutritional Sciences",13.7
"Nutrients","4",310,"Nutritional Sciences",15
"Nutrients","5+",1121,"Nutritional Sciences",54.1
"Nutrition","1",321,"Nutritional Sciences",11.1
"Nutrition","2",308,"Nutritional Sciences",10.7
"Nutrition","3",344,"Nutritional Sciences",11.9
"Nutrition","4",390,"Nutritional Sciences",13.5
"Nutrition","5+",1525,"Nutritional Sciences",52.8
"Obes Facts","1",43,"Metabolism",8.7
"Obes Facts","2",61,"Metabolism",12.4
"Obes Facts","3",65,"Metabolism",13.2
"Obes Facts","4",75,"Metabolism",15.2
"Obes Facts","5+",249,"Metabolism",50.5
"Obes Res","1",61,"Unclassified",6.5
"Obes Res","2",87,"Unclassified",9.3
"Obes Res","3",128,"Unclassified",13.6
"Obes Res","4",130,"Unclassified",13.8
"Obes Res","5+",533,"Unclassified",56.8
"Obes Res Clin Pract","1",24,"Metabolism",5.1
"Obes Res Clin Pract","2",47,"Metabolism",10
"Obes Res Clin Pract","3",48,"Metabolism",10.2
"Obes Res Clin Pract","4",70,"Metabolism",14.9
"Obes Res Clin Pract","5+",281,"Metabolism",59.8
"Obes Surg","1",244,"General Surgery",6.5
"Obes Surg","2",319,"General Surgery",8.4
"Obes Surg","3",467,"General Surgery",12.4
"Obes Surg","4",535,"General Surgery",14.2
"Obes Surg","5+",2212,"General Surgery",58.6
"Obesity (Silver Spring)","1",168,"Nutritional Sciences",4.2
"Obesity (Silver Spring)","2",284,"Nutritional Sciences",7.1
"Obesity (Silver Spring)","3",392,"Nutritional Sciences",9.8
"Obesity (Silver Spring)","4",498,"Nutritional Sciences",12.4
"Obesity (Silver Spring)","5+",2665,"Nutritional Sciences",66.5
"Obstet Gynecol","1",1094,"Gynecology",16.5
"Obstet Gynecol","2",804,"Gynecology",12.2
"Obstet Gynecol","3",903,"Gynecology",13.7
"Obstet Gynecol","4",1079,"Gynecology",16.3
"Obstet Gynecol","5+",2734,"Gynecology",41.3
"Obstet Gynecol Clin North Am","1",264,"Gynecology",36.2
"Obstet Gynecol Clin North Am","2",334,"Gynecology",45.8
"Obstet Gynecol Clin North Am","3",90,"Gynecology",12.3
"Obstet Gynecol Clin North Am","4",20,"Gynecology",2.7
"Obstet Gynecol Clin North Am","5+",22,"Gynecology",3
"Obstet Gynecol Int","1",14,"Gynecology",4.6
"Obstet Gynecol Int","2",54,"Gynecology",17.6
"Obstet Gynecol Int","3",51,"Gynecology",16.7
"Obstet Gynecol Int","4",50,"Gynecology",16.3
"Obstet Gynecol Int","5+",137,"Gynecology",44.8
"Obstet Gynecol Sci","1",10,"Gynecology",3.2
"Obstet Gynecol Sci","2",18,"Gynecology",5.8
"Obstet Gynecol Sci","3",22,"Gynecology",7
"Obstet Gynecol Sci","4",42,"Gynecology",13.4
"Obstet Gynecol Sci","5+",221,"Gynecology",70.6
"Obstet Gynecol Surv","1",125,"Gynecology",21
"Obstet Gynecol Surv","2",138,"Gynecology",23.2
"Obstet Gynecol Surv","3",156,"Gynecology",26.3
"Obstet Gynecol Surv","4",80,"Gynecology",13.5
"Obstet Gynecol Surv","5+",95,"Gynecology",16
"Occup Environ Med","1",161,"Medicine",13.1
"Occup Environ Med","2",88,"Medicine",7.1
"Occup Environ Med","3",101,"Medicine",8.2
"Occup Environ Med","4",170,"Medicine",13.8
"Occup Environ Med","5+",711,"Medicine",57.8
"Occup Health Saf","1",2163,"Occupational Medicine",90.9
"Occup Health Saf","2",187,"Occupational Medicine",7.9
"Occup Health Saf","3",24,"Occupational Medicine",1
"Occup Health Saf","4",3,"Occupational Medicine",0.1
"Occup Health Saf","5+",2,"Occupational Medicine",0.1
"Occup Med (Lond)","1",513,"Medicine",48.1
"Occup Med (Lond)","2",125,"Medicine",11.7
"Occup Med (Lond)","3",133,"Medicine",12.5
"Occup Med (Lond)","4",117,"Medicine",11
"Occup Med (Lond)","5+",178,"Medicine",16.7
"Occup Ther Health Care","1",190,"Physical and Rehabilitation Medicine",36.1
"Occup Ther Health Care","2",123,"Physical and Rehabilitation Medicine",23.3
"Occup Ther Health Care","3",107,"Physical and Rehabilitation Medicine",20.3
"Occup Ther Health Care","4",43,"Physical and Rehabilitation Medicine",8.2
"Occup Ther Health Care","5+",64,"Physical and Rehabilitation Medicine",12.1
"Occup Ther Int","1",38,"Physical and Rehabilitation Medicine",13.3
"Occup Ther Int","2",95,"Physical and Rehabilitation Medicine",33.3
"Occup Ther Int","3",67,"Physical and Rehabilitation Medicine",23.5
"Occup Ther Int","4",37,"Physical and Rehabilitation Medicine",13
"Occup Ther Int","5+",48,"Physical and Rehabilitation Medicine",16.8
"Ochsner","1",243,"Unclassified",33.5
"Ochsner","2",123,"Unclassified",17
"Ochsner","3",115,"Unclassified",15.9
"Ochsner","4",108,"Unclassified",14.9
"Ochsner","5+",136,"Unclassified",18.8
"Ocul Immunol Inflamm","1",60,"Immunology",5.8
"Ocul Immunol Inflamm","2",135,"Immunology",13.1
"Ocul Immunol Inflamm","3",195,"Immunology",18.9
"Ocul Immunol Inflamm","4",212,"Immunology",20.6
"Ocul Immunol Inflamm","5+",429,"Immunology",41.6
"Ocul Surf","1",196,"Ophthalmology",46.7
"Ocul Surf","2",61,"Ophthalmology",14.5
"Ocul Surf","3",44,"Ophthalmology",10.5
"Ocul Surf","4",34,"Ophthalmology",8.1
"Ocul Surf","5+",85,"Ophthalmology",20.2
"Odontology","1",22,"Dentistry",6.5
"Odontology","2",24,"Dentistry",7.1
"Odontology","3",48,"Dentistry",14.3
"Odontology","4",74,"Dentistry",22
"Odontology","5+",168,"Dentistry",50
"Oecologia","1",231,"Environmental Health",5.8
"Oecologia","2",1020,"Environmental Health",25.6
"Oecologia","3",958,"Environmental Health",24
"Oecologia","4",770,"Environmental Health",19.3
"Oecologia","5+",1012,"Environmental Health",25.4
"Oftalmologia","1",165,"Ophthalmology",20.3
"Oftalmologia","2",184,"Ophthalmology",22.7
"Oftalmologia","3",139,"Ophthalmology",17.1
"Oftalmologia","4",129,"Ophthalmology",15.9
"Oftalmologia","5+",194,"Ophthalmology",23.9
"Ohio Nurses Rev","1",270,"Nursing",93.4
"Ohio Nurses Rev","2",17,"Nursing",5.9
"Ohio Nurses Rev","3",1,"Nursing",0.3
"Ohio Nurses Rev","4",1,"Nursing",0.3
"Ohio Nurses Rev","5+",0,"Nursing",0
"Okajimas Folia Anat Jpn","1",9,"Anatomy",3.2
"Okajimas Folia Anat Jpn","2",29,"Anatomy",10.3
"Okajimas Folia Anat Jpn","3",55,"Anatomy",19.5
"Okajimas Folia Anat Jpn","4",52,"Anatomy",18.4
"Okajimas Folia Anat Jpn","5+",137,"Anatomy",48.6
"Okla Nurse","1",178,"Nursing",79.8
"Okla Nurse","2",27,"Nursing",12.1
"Okla Nurse","3",9,"Nursing",4
"Okla Nurse","4",5,"Nursing",2.2
"Okla Nurse","5+",4,"Nursing",1.8
"Oligonucleotides","1",6,"Unclassified",2.3
"Oligonucleotides","2",34,"Unclassified",12.8
"Oligonucleotides","3",44,"Unclassified",16.6
"Oligonucleotides","4",44,"Unclassified",16.6
"Oligonucleotides","5+",137,"Unclassified",51.7
"Oman J Ophthalmol","1",64,"Ophthalmology",15.5
"Oman J Ophthalmol","2",76,"Ophthalmology",18.4
"Oman J Ophthalmol","3",90,"Ophthalmology",21.8
"Oman J Ophthalmol","4",103,"Ophthalmology",24.9
"Oman J Ophthalmol","5+",80,"Ophthalmology",19.4
"Oman Med","1",129,"Medicine",16.2
"Oman Med","2",147,"Medicine",18.5
"Oman Med","3",143,"Medicine",18
"Oman Med","4",142,"Medicine",17.9
"Oman Med","5+",233,"Medicine",29.3
"Omega (Westport)","1",158,"Ethics",34.4
"Omega (Westport)","2",131,"Ethics",28.5
"Omega (Westport)","3",76,"Ethics",16.6
"Omega (Westport)","4",50,"Ethics",10.9
"Omega (Westport)","5+",44,"Ethics",9.6
"OMICS","1",71,"Biology",9
"OMICS","2",87,"Biology",11
"OMICS","3",97,"Biology",12.3
"OMICS","4",100,"Biology",12.6
"OMICS","5+",436,"Biology",55.1
"Onco Targets Ther","1",32,"Neoplasms",2.1
"Onco Targets Ther","2",122,"Neoplasms",8
"Onco Targets Ther","3",142,"Neoplasms",9.4
"Onco Targets Ther","4",176,"Neoplasms",11.6
"Onco Targets Ther","5+",1046,"Neoplasms",68.9
"Oncogene","1",127,"Neoplasms",2.5
"Oncogene","2",392,"Neoplasms",7.7
"Oncogene","3",456,"Neoplasms",9
"Oncogene","4",569,"Neoplasms",11.2
"Oncogene","5+",3544,"Neoplasms",69.7
"Oncol Nurs Forum","1",461,"Neoplasms",30
"Oncol Nurs Forum","2",236,"Neoplasms",15.3
"Oncol Nurs Forum","3",216,"Neoplasms",14
"Oncol Nurs Forum","4",211,"Neoplasms",13.7
"Oncol Nurs Forum","5+",414,"Neoplasms",26.9
"Oncol Rep","1",42,"Neoplasms",0.6
"Oncol Rep","2",201,"Neoplasms",2.8
"Oncol Rep","3",352,"Neoplasms",4.8
"Oncol Rep","4",590,"Neoplasms",8.1
"Oncol Rep","5+",6113,"Neoplasms",83.8
"Oncol Res","1",8,"Neoplasms",1.4
"Oncol Res","2",39,"Neoplasms",6.6
"Oncol Res","3",42,"Neoplasms",7.1
"Oncol Res","4",58,"Neoplasms",9.8
"Oncol Res","5+",442,"Neoplasms",75
"Oncol Res Treat","1",27,"Neoplasms",11.4
"Oncol Res Treat","2",17,"Neoplasms",7.2
"Oncol Res Treat","3",29,"Neoplasms",12.2
"Oncol Res Treat","4",33,"Neoplasms",13.9
"Oncol Res Treat","5+",131,"Neoplasms",55.3
"Oncologist","1",485,"Neoplasms",18.9
"Oncologist","2",434,"Neoplasms",17
"Oncologist","3",271,"Neoplasms",10.6
"Oncologist","4",239,"Neoplasms",9.3
"Oncologist","5+",1131,"Neoplasms",44.2
"Oncology","1",121,"Neoplasms",7.2
"Oncology","2",98,"Neoplasms",5.9
"Oncology","3",76,"Neoplasms",4.6
"Oncology","4",107,"Neoplasms",6.4
"Oncology","5+",1267,"Neoplasms",75.9
"Oncology (Williston Park NY)","1",923,"Neoplasms",41
"Oncology (Williston Park NY)","2",744,"Neoplasms",33.1
"Oncology (Williston Park NY)","3",304,"Neoplasms",13.5
"Oncology (Williston Park NY)","4",119,"Neoplasms",5.3
"Oncology (Williston Park NY)","5+",160,"Neoplasms",7.1
"Oncoscience","1",18,"Neoplasms",5.9
"Oncoscience","2",65,"Neoplasms",21.4
"Oncoscience","3",83,"Neoplasms",27.3
"Oncoscience","4",24,"Neoplasms",7.9
"Oncoscience","5+",114,"Neoplasms",37.5
"Oncotarget","1",106,"Neoplasms",1.4
"Oncotarget","2",378,"Neoplasms",5.1
"Oncotarget","3",410,"Neoplasms",5.6
"Oncotarget","4",325,"Neoplasms",4.4
"Oncotarget","5+",6168,"Neoplasms",83.5
"Onderstepoort J Vet Res","1",8,"Veterinary Medicine",3.6
